Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,phishing,password,risk,device,attention,security,impulsiveness,trust,urgency,attention_extra,impulse_risk,trust_risk,awareness_gap,total_score,BVI,risk_category
2,3,4,2,2,2,4,4,3,4,4,2,3,4,4,2,2,4,3,3,2,2,4,2,4,3,3,4,2,3,2.6,3.4,3.4,2.8,2.8,3.0,3.6666666666666665,2.3333333333333335,4.0,4.0,14.666666666666666,6.066666666666667,0.20000000000000018,90,66.66666666666666,High
2,3,4,4,4,3,2,2,2,3,3,3,3,3,2,3,3,2,3,2,2,4,4,4,4,3,4,2,3,4,3.4,2.4,2.8,2.6,3.6,3.2,3.3333333333333335,3.0,3.5,3.0,11.666666666666668,10.2,-0.3999999999999999,90,66.66666666666666,High
2,3,3,4,3,2,3,2,3,4,2,3,3,3,2,2,2,4,4,2,3,4,2,3,4,3,3,3,3,4,3.0,2.8,2.6,2.8,3.2,3.2,3.0,2.6666666666666665,2.5,3.0,7.5,8.0,0.0,88,64.44444444444444,Medium
4,4,2,4,3,4,3,2,3,3,3,2,4,4,2,3,4,2,4,2,3,4,2,4,4,4,4,2,3,2,3.4,3.0,3.0,3.0,3.4,3.0,3.0,4.0,2.5,2.0,7.5,13.6,-0.3999999999999999,94,71.11111111111111,High
2,2,3,4,4,4,3,4,3,4,4,2,3,2,2,2,3,3,4,2,4,2,3,3,3,2,3,2,4,2,3.0,3.6,2.6,2.8,3.0,2.6,3.6666666666666665,2.6666666666666665,3.5,3.0,12.833333333333332,8.0,-0.3999999999999999,88,64.44444444444444,Medium
4,2,4,3,4,3,3,4,2,2,2,2,2,3,2,3,3,3,4,4,3,4,2,2,3,2,3,3,2,4,3.4,2.8,2.2,3.4,2.8,2.8,3.3333333333333335,2.6666666666666665,3.0,2.5,10.0,9.066666666666666,0.0,87,63.33333333333333,Medium
3,1,3,4,3,1,3,2,3,1,1,1,4,3,1,4,3,2,3,1,1,2,1,4,3,1,1,2,1,2,2.8,2.0,2.0,2.6,2.2,1.4,2.3333333333333335,3.6666666666666665,2.0,1.5,4.666666666666667,10.266666666666666,-0.8000000000000003,65,38.88888888888889,Medium
3,4,1,1,3,1,4,1,4,1,4,2,1,4,1,2,2,1,4,3,1,4,1,1,1,4,3,1,1,1,2.4,2.2,2.4,2.4,1.6,2.0,3.0,1.6666666666666667,2.5,1.0,7.5,4.0,0.3999999999999999,65,38.88888888888889,Medium
1,4,4,1,3,1,2,1,1,1,1,1,1,1,4,4,1,1,1,1,1,2,4,3,3,2,1,2,2,1,2.6,1.2,1.6,1.6,2.6,1.6,2.0,1.6666666666666667,2.5,2.5,5.0,4.333333333333334,-1.0,56,28.888888888888886,Low
4,3,1,3,3,4,3,3,2,4,1,1,3,1,1,1,1,2,3,1,1,3,2,3,1,2,1,2,2,4,2.8,3.2,1.4,1.6,2.0,2.2,1.6666666666666667,3.3333333333333335,1.0,2.0,1.6666666666666667,9.333333333333334,0.20000000000000018,66,40.0,Medium
2,2,3,1,3,3,1,3,4,4,1,1,1,3,3,3,1,2,4,2,2,1,2,1,3,1,4,3,2,4,2.2,3.0,1.8,2.4,1.8,2.8,2.6666666666666665,1.3333333333333333,2.0,2.0,5.333333333333333,2.9333333333333336,0.9999999999999998,70,44.44444444444444,Medium
3,2,1,3,2,1,4,4,4,4,1,3,3,1,2,2,4,1,2,1,3,1,3,1,1,4,2,4,3,4,2.2,3.4,2.0,2.0,1.8,3.4,1.3333333333333333,2.3333333333333335,1.0,2.0,1.3333333333333333,5.133333333333334,1.5999999999999999,74,48.888888888888886,Medium
1,3,1,2,3,3,1,2,1,3,3,1,4,1,2,3,3,1,4,3,1,1,4,2,3,1,1,2,1,1,2.0,2.0,2.2,2.8,2.2,1.2,2.6666666666666665,2.3333333333333335,2.0,2.5,5.333333333333333,4.666666666666667,-1.0000000000000002,62,35.55555555555556,Medium
2,1,1,4,3,2,2,2,1,3,4,1,1,2,3,1,3,3,1,2,3,1,1,4,2,1,4,4,3,3,2.2,2.0,2.2,2.0,2.2,3.0,2.0,2.3333333333333335,2.5,2.0,5.0,5.133333333333334,0.7999999999999998,68,42.22222222222222,Medium
3,1,1,2,3,4,1,2,1,2,2,2,2,1,3,4,2,2,2,3,1,1,1,1,2,2,2,1,2,1,2.0,2.0,2.0,2.6,1.2,1.6,1.6666666666666667,2.0,1.5,1.5,2.5,4.0,0.40000000000000013,57,30.0,Low
3,3,4,1,2,3,1,3,2,3,4,4,3,1,1,1,3,1,2,4,2,1,2,1,3,2,3,3,1,1,2.6,2.4,2.6,2.2,1.8,2.0,3.3333333333333335,2.3333333333333335,4.0,1.5,13.333333333333334,6.066666666666667,0.19999999999999996,68,42.22222222222222,Medium
